batch	source_language	id	type		Biased against Palestine	Biased against Israel	Biased against both Palestine and Israel	Biased against others	Unbiased	Not Applicable	Unclear		Propaganda	Not Propaganda	Not Applicable	Unclear
B01	French	44	MAIN		4	1	7	1	1	1	1		4	2	0	0
B01	French	47	MAIN		1	8	0	1	5	1	0		3	3	0	0
B01	French	48	MAIN		0	2	0	1	10	1	2		2	4	0	0
B01	French	50	MAIN		0	1	0	0	13	0	2		0	4	0	2
B01	French	51	MAIN		0	5	0	1	9	0	1		1	5	0	0
B01	French	54	MAIN		1	1	1	0	13	0	0		0	6	0	0
B01	French	56	MAIN		1	2	0	8	3	1	1		3	3	0	0
B01	French	58	MAIN		0	0	0	1	6	8	1		1	1	3	1
B01	French	61	MAIN		3	2	0	2	8	0	1		1	5	0	0
B01	French	71	MAIN		0	6	0	2	8	0	0		3	3	0	0
B01	French	78	MAIN		13	0	0	1	1	0	1		5	1	0	0
B01	French	79	MAIN		1	1	0	1	10	1	2		1	5	0	0
B01	French	80	MAIN		0	6	0	2	7	0	1		1	5	0	0
B01	French	81	MAIN		0	2	1	6	6	0	1		2	4	0	0
B01	French	86	MAIN		4	0	1	0	11	0	0		2	4	0	0
B01	French	97	MAIN		14	0	0	1	1	0	0		6	0	0	0
B01	French	98	MAIN		0	2	1	0	11	0	2		1	5	0	0
B01	French	101	MAIN		0	8	0	1	6	0	1		3	3	0	0
B01	French	109	MAIN		0	1	0	1	12	0	2		0	5	0	1
B01	French	110	MAIN		1	2	0	4	4	0	5		2	3	0	1
B01	French	111	MAIN		2	4	0	1	9	0	0		2	4	0	0
B01	French	120	MAIN		0	0	0	0	3	4	9		0	2	1	3
B01	French	129	MAIN		2	2	0	1	11	0	0		0	5	0	1
B01	French	132	MAIN		2	4	2	0	7	0	1		2	4	0	0
B01	French	141	MAIN		1	6	0	0	7	0	2		2	4	0	0
B01	French	151	MAIN		2	4	0	1	8	1	0		2	4	0	0
B01	French	163	MAIN		2	0	0	1	12	0	1		0	5	0	1
B01	French	166	MAIN		5	1	0	1	7	0	2		3	2	0	1
B01	French	168	MAIN		0	3	0	1	3	1	8		3	2	0	1
B01	French	182	MAIN		7	1	1	6	1	0	0		5	1	0	0
B01	French	184	MAIN		0	5	0	1	10	0	0		0	6	0	0
B01	French	193	MAIN		3	4	0	1	7	0	1		3	3	0	0
B01	French	199	MAIN		0	7	1	0	5	0	3		2	3	0	1
B01	French	206	MAIN		1	6	0	1	8	0	0		2	4	0	0
B01	French	209	MAIN		0	0	0	0	1	11	4		0	1	5	0
B01	French	212	MAIN		0	0	0	1	13	0	2		0	5	0	1
B01	French	219	MAIN		1	4	0	1	9	0	1		2	4	0	0
B01	French	220	MAIN		0	0	0	0	0	13	3		0	0	5	1
B01	French	245	MAIN		1	3	0	2	9	0	1		1	4	1	0
B01	French	266	MAIN		0	0	0	1	1	13	1		0	1	5	0
B01	French	269	MAIN		0	10	0	1	5	0	0		2	4	0	0
B01	French	280	MAIN		5	0	1	0	10	0	0		2	4	0	0
B01	French	304	MAIN		5	0	0	0	10	0	1		3	3	0	0
B01	French	336	MAIN		11	0	1	1	3	0	0		3	3	0	0
B01	French	341	MAIN		1	5	0	1	8	1	0		3	3	0	0
B01	French	343	MAIN		0	6	1	0	7	0	2		2	4	0	0
B01	French	357	MAIN		0	0	0	1	7	0	8		0	2	0	4
B01	French	358	MAIN		6	1	0	0	8	0	1		3	3	0	0
B01	French	407	MAIN		0	4	0	1	11	0	0		0	6	0	0
B01	French	410	MAIN		0	3	0	7	6	0	0		2	4	0	0
B01	French	417	MAIN		0	8	0	1	7	0	0		1	5	0	0
B01	French	422	MAIN		3	0	0	1	11	0	1		1	5	0	0
B01	French	446	MAIN		13	0	0	2	1	0	0		4	1	0	1
B01	French	481	MAIN		0	0	0	0	14	1	1		0	6	0	0
B01	French	533	MAIN		0	0	0	1	15	0	0		0	5	1	0
B01	French	574	MAIN		12	0	0	2	0	0	2		5	1	0	0
B01	French	586	MAIN		8	0	0	0	8	0	0		3	3	0	0
B01	French	592	MAIN		0	6	0	0	9	0	1		3	3	0	0
B01	French	608	MAIN		0	1	0	1	13	1	0		0	5	1	0
B01	French	617	MAIN		3	2	0	3	7	0	1		3	2	0	1
B01	French	635	MAIN		12	2	0	2	0	0	0		6	0	0	0
B01	French	701	MAIN		5	0	0	0	10	0	1		2	4	0	0
B01	French	720	MAIN		12	0	0	4	0	0	0		6	0	0	0
B01	French	737	MAIN		0	9	0	0	6	0	1		4	2	0	0
B01	French	738	MAIN		13	1	0	1	0	0	1		6	0	0	0
B01	French	739	MAIN		5	0	0	0	11	0	0		2	4	0	0
B01	French	757	MAIN		8	1	0	1	3	1	2		4	2	0	0
B01	French	779	MAIN		10	0	0	3	1	0	2		6	0	0	0
B01	French	790	MAIN		0	7	0	2	6	0	1		3	3	0	0
B01	French	791	MAIN		0	7	0	0	8	0	1		2	3	0	1
B01	French	794	MAIN		3	1	7	1	4	0	0		2	4	0	0
B01	French	796	MAIN		8	0	0	0	7	0	1		3	3	0	0
B01	French	798	MAIN		0	3	0	1	10	2	0		1	4	1	0
B01	French	807	MAIN		11	1	0	4	0	0	0		5	1	0	0
B01	French	819	MAIN		3	3	0	1	9	0	0		3	3	0	0
B01	French	832	MAIN		13	1	0	2	0	0	0		5	0	0	1
B01	French	858	MAIN		6	1	0	2	1	3	3		3	1	1	1
B01	French	859	MAIN		9	1	0	2	1	1	2		6	0	0	0
B01	French	870	MAIN		4	1	0	0	8	0	3		4	2	0	0
B01	French	877	MAIN		0	11	0	1	4	0	0		5	1	0	0
B01	French	882	MAIN		0	7	0	0	7	0	2		3	2	0	1
B01	French	901	MAIN		11	0	0	4	0	0	1		5	0	0	1
B01	French	907	MAIN		0	6	0	1	8	0	1		3	3	0	0
B01	French	908	MAIN		15	0	0	1	0	0	0		6	0	0	0
B01	French	909	MAIN		0	7	0	1	8	0	0		4	2	0	0
B01	French	924	MAIN		11	0	0	1	3	0	1		6	0	0	0
B01	French	935	MAIN		10	0	0	2	4	0	0		6	0	0	0
B01	French	982	MAIN		9	2	0	2	3	0	0		6	0	0	0
B01	French	1000	MAIN		6	0	0	0	7	2	1		1	3	1	1
B01	French	1017	MAIN		13	0	0	1	1	0	1		6	0	0	0
B01	French	1060	MAIN		0	12	0	0	3	0	1		5	1	0	0
B01	French	1064	MAIN		4	1	0	0	11	0	0		4	2	0	0
B01	French	1172	MAIN		3	0	0	0	13	0	0		1	4	0	1
B01	French	1237	MAIN		14	0	0	2	0	0	0		5	1	0	0
B01	French	1256	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	French	1326	MAIN		11	0	0	1	3	0	1		4	2	0	0
B01	French	1404	MAIN		0	0	1	3	10	0	2		2	4	0	0
B01	French	1426	MAIN		9	0	0	4	2	1	0		5	0	0	1
B01	French	1456	MAIN		3	4	0	1	6	0	2		2	3	0	1
B01	French	1507	MAIN		3	9	0	0	3	0	1		5	1	0	0
B01	French	1554	MAIN		14	0	0	1	0	0	1		6	0	0	0
B01	French	1585	MAIN		2	0	0	5	9	0	0		2	3	0	1
B01	French	1629	MAIN		0	10	0	1	4	1	0		3	3	0	0
B01	French	1686	MAIN		8	0	0	4	2	0	2		4	2	0	0
B01	French	1695	MAIN		1	11	0	0	4	0	0		4	2	0	0
B01	French	1784	MAIN		11	0	0	2	2	0	1		5	0	0	1
B01	French	1848	MAIN		1	6	0	0	8	0	1		3	2	0	1
B01	French	2032	MAIN		5	1	0	0	10	0	0		2	4	0	0
B01	French	2166	MAIN		1	3	1	2	7	2	0		0	4	1	1
B01	French	2178	MAIN		1	1	0	1	11	0	2		0	5	0	1
B01	French	2283	MAIN		9	1	0	2	4	0	0		4	2	0	0
B01	French	2427	MAIN		1	5	0	2	8	0	0		4	2	0	0
B01	French	2463	MAIN		11	1	0	1	3	0	0		4	2	0	0
B01	French	2547	MAIN		7	0	0	0	7	0	2		4	2	0	0
B01	French	2588	MAIN		14	0	0	1	0	0	1		6	0	0	0
B01	French	2615	MAIN		1	2	0	6	7	0	0		2	4	0	0
B01	French	2722	MAIN		8	0	0	1	5	1	1		5	1	0	0
B01	French	2757	MAIN		11	1	0	2	2	0	0		6	0	0	0
B01	French	2800	MAIN		2	0	0	1	13	0	0		2	4	0	0
B01	French	2801	MAIN		0	1	0	1	11	1	2		0	4	1	1
B01	French	2946	MAIN		1	11	1	1	2	0	0		3	2	0	1
B01	French	2966	MAIN		0	6	0	0	8	0	2		0	6	0	0
B01	French	2974	MAIN		0	10	0	0	4	0	2		2	3	0	1
B01	French	3156	MAIN		1	1	0	0	13	0	1		0	6	0	0
B01	French	3236	MAIN		1	6	0	1	8	0	0		1	5	0	0
B01	French	3274	MAIN		5	1	0	1	9	0	0		3	3	0	0
B01	French	3296	MAIN		0	0	0	2	11	0	3		0	6	0	0
B01	French	3421	MAIN		2	7	0	0	6	0	1		3	3	0	0
B01	French	3539	MAIN		0	5	0	1	10	0	0		2	4	0	0
B01	French	3642	MAIN		1	1	0	8	4	0	2		1	2	0	3
B01	French	3675	MAIN		0	5	0	1	10	0	0		3	3	0	0
B01	French	3738	MAIN		1	0	0	1	8	1	5		0	2	0	4
B01	French	3859	MAIN		2	1	1	0	11	0	1		2	4	0	0
B01	French	3904	MAIN		4	0	0	1	11	0	0		1	5	0	0
B01	French	3929	MAIN		3	0	1	0	12	0	0		2	4	0	0
B01	French	3953	MAIN		2	4	0	1	8	0	1		4	2	0	0
B01	French	4039	MAIN		0	10	0	2	4	0	0		4	2	0	0
B01	French	4040	MAIN		1	7	0	1	7	0	0		3	2	0	1
B01	French	4163	MAIN		1	9	0	0	6	0	0		2	4	0	0
B01	French	4185	MAIN		2	3	0	0	11	0	0		1	5	0	0
B01	French	4348	MAIN		2	0	0	3	11	0	0		3	3	0	0
B01	French	4771	MAIN		12	1	0	1	2	0	0		4	2	0	0
B01	French	4785	MAIN		1	8	0	3	4	0	0		3	3	0	0
B01	French	4788	MAIN		0	6	0	1	9	0	0		2	4	0	0
B01	French	4808	MAIN		1	4	0	2	9	0	0		2	4	0	0
B01	French	5097	MAIN		5	0	0	1	9	0	1		3	3	0	0
B01	French	5098	MAIN		0	2	0	2	12	0	0		2	3	0	1
B01	French	5375	MAIN		0	1	0	7	6	0	2		2	4	0	0
B01	French	5610	MAIN		11	0	0	1	3	0	1		5	1	0	0
B01	French	5934	MAIN		1	3	0	1	6	0	5		1	2	0	3
B01	French	6214	MAIN		0	5	0	0	10	0	1		1	5	0	0
B01	French	9430	MAIN		2	1	0	2	9	0	2		3	3	0	0
B01	French	10099	MAIN		1	7	0	1	7	0	0		3	3	0	0
B01	Hebrew	1	MAIN		12	0	0	1	1	1	1		4	2	0	0
B01	Hebrew	2	MAIN		13	0	0	2	0	1	0		6	0	0	0
B01	Hebrew	3	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	Hebrew	4	MAIN		8	2	2	2	0	1	1		6	0	0	0
B01	Hebrew	5	MAIN		14	0	0	1	0	0	1		6	0	0	0
B01	Hebrew	8	MAIN		6	0	0	0	6	3	1		4	1	0	1
B01	Hebrew	9	MAIN		13	1	0	2	0	0	0		6	0	0	0
B01	Hebrew	11	MAIN		10	0	0	2	3	1	0		5	1	0	0
B01	Hebrew	13	MAIN		6	0	0	1	5	2	2		3	2	1	0
B01	Hebrew	14	MAIN		11	0	0	2	1	1	1		6	0	0	0
B01	Hebrew	24	MAIN		13	0	0	1	0	1	1		5	1	0	0
B01	Hebrew	26	MAIN		10	1	0	2	0	2	1		5	0	0	1
B01	Hebrew	30	MAIN		9	0	0	0	3	2	2		4	1	0	1
B01	Hebrew	31	MAIN		12	0	1	3	0	0	0		5	1	0	0
B01	Hebrew	35	MAIN		12	0	0	2	0	0	2		4	0	0	2
B01	Hebrew	36	MAIN		5	0	0	1	6	2	2		4	2	0	0
B01	Hebrew	38	MAIN		13	0	1	1	0	0	1		6	0	0	0
B01	Hebrew	40	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	Hebrew	46	MAIN		5	0	0	2	3	3	3		5	0	0	1
B01	Hebrew	47	MAIN		7	0	0	0	4	2	3		5	0	1	0
B01	Hebrew	48	MAIN		14	0	0	2	0	0	0		5	1	0	0
B01	Hebrew	49	MAIN		13	0	0	0	2	0	1		6	0	0	0
B01	Hebrew	56	MAIN		13	1	0	2	0	0	0		6	0	0	0
B01	Hebrew	57	MAIN		12	0	0	3	1	0	0		5	0	1	0
B01	Hebrew	59	MAIN		10	0	0	4	0	0	2		5	0	1	0
B01	Hebrew	62	MAIN		7	0	0	0	5	0	4		4	2	0	0
B01	Hebrew	65	MAIN		13	0	0	2	1	0	0		6	0	0	0
B01	Hebrew	70	MAIN		0	0	0	0	3	5	8		2	0	1	3
B01	Hebrew	73	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	Hebrew	74	MAIN		9	0	0	0	4	1	2		4	2	0	0
B01	Hebrew	76	MAIN		14	0	0	2	0	0	0		5	1	0	0
B01	Hebrew	77	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	Hebrew	80	MAIN		12	0	0	1	1	0	2		6	0	0	0
B01	Hebrew	82	MAIN		12	1	0	1	1	0	1		6	0	0	0
B01	Hebrew	86	MAIN		2	2	0	3	3	5	1		1	3	1	1
B01	Hebrew	88	MAIN		10	0	0	2	3	0	1		4	2	0	0
B01	Hebrew	89	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	Hebrew	91	MAIN		12	0	0	3	0	0	1		6	0	0	0
B01	Hebrew	92	MAIN		8	0	0	0	6	0	2		3	3	0	0
B01	Hebrew	99	MAIN		14	0	0	1	1	0	0		6	0	0	0
B01	Hebrew	101	MAIN		15	0	0	1	0	0	0		5	1	0	0
B01	Hebrew	105	MAIN		13	0	0	1	2	0	0		4	1	0	1
B01	Hebrew	117	MAIN		11	0	0	0	1	0	4		3	0	0	3
B01	Hebrew	124	MAIN		12	0	0	0	2	0	2		6	0	0	0
B01	Hebrew	138	MAIN		10	0	0	1	3	0	2		5	0	0	1
B01	Hebrew	146	MAIN		5	0	0	1	7	0	3		3	3	0	0
B01	Hebrew	155	MAIN		13	0	0	2	1	0	0		4	1	0	1
B01	Hebrew	177	MAIN		9	1	0	1	3	1	1		3	2	0	1
B01	Hebrew	187	MAIN		12	0	0	3	1	0	0		6	0	0	0
B01	Hebrew	296	MAIN		12	0	0	1	2	0	1		6	0	0	0
B01	Hebrew	361	MAIN		12	0	0	4	0	0	0		5	1	0	0
B01	Hebrew	383	MAIN		10	0	0	0	3	0	3		4	0	0	2
B01	Hebrew	444	MAIN		11	0	0	1	4	0	0		5	1	0	0
B01	Hebrew	789	MAIN		12	0	0	3	0	1	0		6	0	0	0
B01	Hebrew	795	MAIN		15	0	0	0	0	0	1		6	0	0	0
B01	Hebrew	800	MAIN		10	0	0	1	2	2	1		4	2	0	0
B01	Hebrew	804	MAIN		14	0	0	2	0	0	0		5	1	0	0
B01	Hebrew	810	MAIN		3	0	0	3	7	2	1		2	4	0	0
B01	Hebrew	815	MAIN		9	0	0	1	2	0	4		2	4	0	0
B01	Hebrew	819	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	Hebrew	842	MAIN		11	0	0	1	3	0	1		4	2	0	0
B01	Hebrew	850	MAIN		14	0	0	1	0	0	1		6	0	0	0
B01	Hebrew	909	MAIN		7	0	0	1	3	2	3		3	3	0	0
B01	Hebrew	959	MAIN		13	0	0	1	1	0	1		6	0	0	0
B01	Hebrew	969	MAIN		13	0	0	1	1	0	1		4	2	0	0
B01	Hebrew	971	MAIN		5	0	0	1	6	1	3		2	2	1	1
B01	Hebrew	972	MAIN		7	0	0	0	5	0	4		5	1	0	0
B01	Hebrew	975	MAIN		9	1	0	1	2	2	1		4	2	0	0
B01	Hebrew	978	MAIN		7	0	0	0	6	0	3		3	2	1	0
B01	Hebrew	982	MAIN		10	0	0	2	3	1	0		5	0	0	1
B01	Hebrew	1010	MAIN		14	0	0	2	0	0	0		5	1	0	0
B01	Hebrew	1015	MAIN		12	0	0	2	2	0	0		6	0	0	0
B01	Hebrew	1017	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	Hebrew	4404	MAIN		5	0	0	1	10	0	0		3	3	0	0
B01	Hebrew	4410	MAIN		8	2	2	1	1	1	1		3	2	0	1
B01	Hebrew	4411	MAIN		1	0	0	0	8	2	5		0	4	1	1
B01	Hebrew	4413	MAIN		5	0	0	0	5	4	2		2	2	1	1
B01	Hebrew	4414	MAIN		2	0	0	13	0	1	0		5	0	0	1
B01	Hebrew	4415	MAIN		12	0	0	1	2	0	1		6	0	0	0
B01	Hebrew	4420	MAIN		6	0	0	0	9	0	1		2	3	0	1
B01	Hebrew	4422	MAIN		12	1	0	2	1	0	0		5	1	0	0
B01	Hebrew	4425	MAIN		7	0	0	4	4	0	1		3	2	0	1
B01	Hebrew	4428	MAIN		6	0	0	4	4	0	2		1	5	0	0
B01	Hebrew	4430	MAIN		7	0	0	0	6	1	2		5	1	0	0
B01	Hebrew	4433	MAIN		10	0	0	3	3	0	0		5	1	0	0
B01	Hebrew	4436	MAIN		9	0	0	2	2	3	0		5	1	0	0
B01	Hebrew	4446	MAIN		13	0	0	2	1	0	0		6	0	0	0
B01	Hebrew	4448	MAIN		2	0	0	0	4	8	2		1	1	4	0
B01	Hebrew	4449	MAIN		9	0	0	1	3	1	2		2	2	0	2
B01	Hebrew	4452	MAIN		3	0	0	1	12	0	0		2	4	0	0
B01	Hebrew	4454	MAIN		12	0	0	1	2	0	1		5	1	0	0
B01	Hebrew	4455	MAIN		6	0	0	1	7	0	2		3	3	0	0
B01	Hebrew	4457	MAIN		9	0	0	1	5	0	1		3	2	0	1
B01	Hebrew	4458	MAIN		10	0	0	1	3	0	2		5	1	0	0
B01	Hebrew	4463	MAIN		9	0	0	1	4	2	0		4	1	1	0
B01	Hebrew	4471	MAIN		9	1	0	1	3	0	2		3	3	0	0
B01	Hebrew	4472	MAIN		5	1	0	6	3	0	1		5	1	0	0
B01	Hebrew	4477	MAIN		8	0	0	2	5	0	1		3	3	0	0
B01	Hebrew	4478	MAIN		7	0	0	0	7	0	2		2	4	0	0
B01	Hebrew	4482	MAIN		6	0	0	1	7	0	2		5	0	0	1
B01	Hebrew	4486	MAIN		5	0	0	1	9	0	1		3	3	0	0
B01	Hebrew	4489	MAIN		7	0	0	1	4	2	2		2	2	0	2
B01	Hebrew	4498	MAIN		5	1	0	1	4	4	1		4	0	1	1
B01	Hebrew	4504	MAIN		5	0	0	1	6	1	3		4	1	1	0
B01	Hebrew	4507	MAIN		11	0	0	1	2	0	2		5	1	0	0
B01	Hebrew	4508	MAIN		3	0	0	0	12	0	1		3	3	0	0
B01	Hebrew	4522	MAIN		13	0	0	3	0	0	0		4	0	0	2
B01	Hebrew	4526	MAIN		13	0	0	2	1	0	0		6	0	0	0
B01	Hebrew	4531	MAIN		12	0	0	1	2	0	1		6	0	0	0
B01	Hebrew	4533	MAIN		5	0	0	4	2	2	3		2	2	1	1
B01	Hebrew	4535	MAIN		12	0	0	2	2	0	0		4	2	0	0
B01	Hebrew	4536	MAIN		13	0	0	2	1	0	0		6	0	0	0
B01	Hebrew	4541	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	Hebrew	4561	MAIN		8	0	0	2	4	0	2		5	0	0	1
B01	Hebrew	4564	MAIN		6	2	0	1	2	1	4		5	0	0	1
B01	Hebrew	4565	MAIN		12	0	0	2	2	0	0		5	1	0	0
B01	Hebrew	4576	MAIN		6	0	0	1	9	0	0		4	2	0	0
B01	Hebrew	4584	MAIN		12	0	0	0	2	0	2		5	1	0	0
B01	Hebrew	4593	MAIN		11	0	0	2	1	0	2		4	1	1	0
B01	Hebrew	4615	MAIN		3	0	0	0	4	5	4		3	0	1	2
B01	Hebrew	4639	MAIN		15	0	0	0	0	0	1		6	0	0	0
B01	Hebrew	4678	MAIN		10	0	0	1	3	0	2		6	0	0	0
B01	Hebrew	4689	MAIN		11	0	0	2	1	0	2		5	0	0	1
B01	Hebrew	4702	MAIN		8	1	0	1	4	0	2		4	0	1	1
B01	Hebrew	4729	MAIN		7	0	1	2	5	0	1		4	2	0	0
B01	Hebrew	5135	MAIN		4	1	0	1	8	0	2		2	4	0	0
B01	Hebrew	5624	MAIN		12	0	0	2	2	0	0		5	1	0	0
B01	Hebrew	6099	MAIN		5	0	0	0	9	0	2		2	4	0	0
B01	Hebrew	6115	MAIN		0	0	0	0	7	4	5		0	2	2	2
B01	Hebrew	10680	MAIN		12	0	0	2	2	0	0		6	0	0	0
B01	Hebrew	10682	MAIN		7	0	0	2	1	1	5		3	1	0	2
B01	Hebrew	10683	MAIN		1	0	0	1	3	4	7		3	2	0	1
B01	Hebrew	10684	MAIN		0	2	0	1	4	1	8		2	3	1	0
B01	Hebrew	10687	MAIN		5	1	0	0	5	0	5		5	1	0	0
B01	Hebrew	10688	MAIN		13	0	0	2	1	0	0		5	1	0	0
B01	Hebrew	10689	MAIN		5	1	0	1	4	0	5		4	2	0	0
B01	Hebrew	10690	MAIN		4	0	0	1	10	0	1		2	3	0	1
B01	Hebrew	10692	MAIN		5	0	0	1	6	0	4		2	4	0	0
B01	Hebrew	10695	MAIN		8	0	0	2	6	0	0		2	3	0	1
B01	Hebrew	10697	MAIN		12	0	0	2	2	0	0		6	0	0	0
B01	Hebrew	10699	MAIN		3	0	0	1	12	0	0		1	4	1	0
B01	Hebrew	10700	MAIN		1	0	0	0	3	6	6		2	1	2	1
B01	Hebrew	10702	MAIN		7	0	0	1	7	0	1		4	1	1	0
B01	Hebrew	10703	MAIN		8	0	0	1	6	0	1		4	2	0	0
B01	Hebrew	10709	MAIN		3	0	0	4	5	1	3		3	2	0	1
B01	Hebrew	10710	MAIN		9	0	0	1	4	0	2		3	2	0	1
B01	Hebrew	10721	MAIN		13	0	0	1	1	0	1		6	0	0	0
B01	Hebrew	10724	MAIN		9	0	0	2	4	0	1		4	2	0	0
B01	Hebrew	10725	MAIN		12	0	0	0	2	0	2		5	1	0	0
B01	Hebrew	10728	MAIN		4	0	0	1	10	0	1		2	4	0	0
B01	Hebrew	10732	MAIN		6	0	0	0	6	1	3		4	1	0	1
B01	Hebrew	10735	MAIN		8	0	0	0	3	0	5		3	3	0	0
B01	Hebrew	10736	MAIN		11	0	0	3	1	1	0		6	0	0	0
B01	Hebrew	10742	MAIN		2	0	0	1	11	1	1		2	4	0	0
B01	Hebrew	10743	MAIN		11	1	0	1	2	0	1		6	0	0	0
B01	Hebrew	10749	MAIN		8	2	0	4	1	1	0		4	1	0	1
B01	Hebrew	10751	MAIN		1	0	0	0	8	2	5		1	1	1	3
B01	Hebrew	10782	MAIN		7	0	0	0	5	0	4		2	3	0	1
B01	Hebrew	10787	MAIN		11	1	0	2	1	0	1		6	0	0	0
B01	Hebrew	10798	MAIN		11	0	0	0	4	0	1		4	2	0	0
B01	Hebrew	10800	MAIN		12	1	0	2	0	1	0		5	1	0	0
B01	Hebrew	10810	MAIN		10	0	0	2	4	0	0		6	0	0	0
B01	Hebrew	10820	MAIN		13	0	0	3	0	0	0		6	0	0	0
B01	Hebrew	10832	MAIN		2	0	0	1	9	3	1		2	3	1	0
B01	Hebrew	10839	MAIN		8	1	0	1	6	0	0		3	3	0	0
B01	Hebrew	10840	MAIN		14	0	0	2	0	0	0		5	1	0	0
B01	Hebrew	10853	MAIN		12	0	0	2	1	0	1		5	1	0	0
B01	Hebrew	10854	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	Hebrew	10896	MAIN		12	0	0	2	2	0	0		6	0	0	0
B01	Hebrew	10929	MAIN		12	1	0	2	0	0	1		6	0	0	0
B01	Hebrew	10934	MAIN		11	0	0	1	3	0	1		3	2	0	1
B01	Hebrew	11002	MAIN		14	0	0	2	0	0	0		6	0	0	0
B01	Hebrew	11008	MAIN		10	0	0	1	3	0	2		5	1	0	0
B01	Hebrew	11042	MAIN		11	0	0	1	3	0	1		5	1	0	0
B01	Hebrew	11072	MAIN		8	0	0	0	5	1	2		4	1	1	0
B01	Hebrew	11330	MAIN		11	1	0	1	2	0	1		5	1	0	0
B01	Hebrew	11354	MAIN		3	0	0	1	8	3	1		3	2	1	0
B01	Hebrew	11542	MAIN		15	0	0	1	0	0	0		6	0	0	0
B01	Hebrew	11574	MAIN		8	0	0	0	4	1	3		4	2	0	0
B01	Hebrew	12034	MAIN		11	0	0	2	2	0	1		5	1	0	0
B01	Hindi	1	MAIN		1	0	0	7	7	0	1		4	2	0	0
B01	Hindi	2	MAIN		5	2	0	0	7	0	2		3	2	0	1
B01	Hindi	4	MAIN		0	0	0	4	8	2	2		3	2	1	0
B01	Hindi	5	MAIN		2	2	1	9	1	0	1		4	1	0	1
B01	Hindi	6	MAIN		11	0	0	1	2	0	2		5	1	0	0
B01	Hindi	7	MAIN		1	6	2	1	4	0	2		3	2	0	1
B01	Hindi	8	MAIN		1	0	1	2	9	1	2		0	5	0	1
B01	Hindi	9	MAIN		7	0	0	2	6	0	1		5	1	0	0
B01	Hindi	10	MAIN		2	0	0	7	3	3	1		4	0	1	1
B01	Hindi	11	MAIN		3	2	0	0	10	0	1		3	3	0	0
B01	Hindi	13	MAIN		3	1	2	0	9	0	1		2	4	0	0
B01	Hindi	14	MAIN		2	2	0	2	6	1	3		1	2	1	2
B01	Hindi	16	MAIN		1	0	1	1	9	1	3		2	2	0	2
B01	Hindi	18	MAIN		1	8	0	1	6	0	0		3	3	0	0
B01	Hindi	19	MAIN		2	1	0	0	9	0	4		1	4	0	1
B01	Hindi	20	MAIN		0	0	0	2	6	3	5		1	2	2	1
B01	Hindi	22	MAIN		2	0	0	5	4	5	0		3	1	1	1
B01	Hindi	24	MAIN		2	1	2	0	8	0	3		2	4	0	0
B01	Hindi	30	MAIN		0	5	0	2	9	0	0		4	2	0	0
B01	Hindi	32	MAIN		3	2	0	0	10	0	1		4	2	0	0
B01	Hindi	33	MAIN		0	6	0	1	6	0	3		2	3	0	1
B01	Hindi	34	MAIN		1	5	0	0	9	1	0		2	4	0	0
B01	Hindi	38	MAIN		2	2	1	0	2	0	9		1	2	0	3
B01	Hindi	40	MAIN		1	1	0	0	13	0	1		3	2	0	1
B01	Hindi	42	MAIN		0	0	0	6	9	0	1		3	2	0	1
B01	Hindi	44	MAIN		0	6	1	5	4	0	0		3	2	0	1
B01	Hindi	45	MAIN		0	1	0	11	4	0	0		5	0	0	1
B01	Hindi	52	MAIN		1	3	0	0	7	1	4		2	1	0	3
B01	Hindi	56	MAIN		0	10	0	2	3	1	0		3	1	0	2
B01	Hindi	58	MAIN		0	2	1	0	2	3	8		1	0	1	4
B01	Hindi	59	MAIN		3	6	0	0	7	0	0		2	4	0	0
B01	Hindi	61	MAIN		0	0	4	0	10	1	1		1	5	0	0
B01	Hindi	62	MAIN		0	0	0	0	14	0	2		0	6	0	0
B01	Hindi	71	MAIN		0	0	0	2	1	13	0		0	2	3	1
B01	Hindi	79	MAIN		0	6	0	2	7	0	1		2	4	0	0
B01	Hindi	105	MAIN		2	3	0	0	2	0	9		2	3	0	1
B01	Hindi	106	MAIN		7	0	1	0	8	0	0		4	2	0	0
B01	Hindi	107	MAIN		0	7	0	5	4	0	0		2	3	0	1
B01	Hindi	110	MAIN		3	1	2	0	7	1	2		3	3	0	0
B01	Hindi	115	MAIN		1	9	0	1	2	0	3		4	1	0	1
B01	Hindi	119	MAIN		5	3	0	0	5	0	3		3	3	0	0
B01	Hindi	123	MAIN		13	0	0	1	1	0	1		6	0	0	0
B01	Hindi	129	MAIN		4	0	1	0	8	0	3		2	3	0	1
B01	Hindi	132	MAIN		9	0	0	1	6	0	0		5	1	0	0
B01	Hindi	136	MAIN		0	7	2	1	6	0	0		3	3	0	0
